,auction_id,experiment,date,hour,device_make,platform_os,browser,yes,no
6523,ce7aeffd-a46c-4fc1-8630-d62406c35ff9,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6524,ce89d59c-a335-47b9-881f-ea1e89100261,exposed,2020-07-08,20,Nokia undefined$2$3,6,Chrome Mobile,0,0
6525,cea73d42-bf58-4f35-a30b-ee047e381bb0,exposed,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,0,0
6528,cec10e90-8fa1-4af9-b547-457f8454216b,exposed,2020-07-06,2,Generic Smartphone,6,Chrome Mobile,0,0
6531,cedbd213-6850-4756-b9e7-59550b2eb6ce,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6532,cee6ce87-defb-4b5e-9c08-c25ee4cb974f,control,2020-07-04,10,Generic Smartphone,6,Chrome Mobile,0,0
6533,cef7c6b0-6b83-4e0e-a7d7-d2ffa294ee51,control,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
6535,cf036609-89f5-4098-9a72-55b6a74c5f53,exposed,2020-07-03,12,Generic Smartphone,6,Chrome Mobile,0,0
6536,cf1b99a4-3dc8-42f1-baae-12f6076cc233,exposed,2020-07-05,21,Generic Smartphone,6,Chrome Mobile,0,0
6543,cf63705b-8953-4f36-894a-a92362c7c205,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
6544,cf67b3f7-bbe9-4021-b776-be832e123bb5,exposed,2020-07-07,18,Generic Smartphone,6,Chrome Mobile,0,0
6545,cf698f2b-f9cf-430f-9b15-19582f7962eb,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
6546,cf7093e9-77e1-4458-a3f2-b67a3b447c70,control,2020-07-10,8,Generic Smartphone,6,Chrome Mobile,0,0
6547,cf79fed3-35f2-43a4-8e53-765fee2df07a,exposed,2020-07-08,12,Generic Smartphone,6,Chrome Mobile,0,0
6548,cf7c82df-32f0-452d-9c21-8adad27729bb,control,2020-07-03,15,HTC 10,6,Chrome Mobile,0,0
6549,cf85ad4e-d09b-4e1f-9709-d8510c6ea51b,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,1,0
6555,cfe48e31-7570-4b17-921a-ac2fbab395db,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6557,cfec135c-735d-410a-a1f5-974000abf703,exposed,2020-07-10,13,Generic Smartphone,6,Chrome Mobile,0,0
6558,cff36f65-ace8-447f-8345-32f786cad5a5,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6559,cff8598f-71d9-4932-9c3a-b7a582b43548,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
6560,cffc88d3-b45f-47f5-afb8-2e4e93d110fe,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6562,d00f892f-2666-41b9-a799-693552648dde,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6563,d011ac04-6229-4403-bbd3-52558d183342,exposed,2020-07-08,4,Generic Smartphone,6,Chrome Mobile,0,0
6565,d01861b9-fc5b-4d51-aea8-8d048d77fa5e,exposed,2020-07-06,7,Generic Smartphone,6,Chrome Mobile,0,0
6566,d01a3e71-1888-4d8a-b692-a78535bff063,control,2020-07-08,2,Generic Smartphone,6,Chrome Mobile,0,0
6567,d020f3e3-385e-4d57-ae73-13da324f6de8,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
6569,d049a6ca-4021-4ca6-b412-510e82cf1bcc,control,2020-07-05,16,Generic Smartphone,6,Chrome Mobile,0,0
6578,d0817bc0-fd19-4408-b0fa-767629ae8191,exposed,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
6583,d0a81e30-a904-4d75-8736-376a81b09492,exposed,2020-07-06,5,Generic Smartphone,6,Chrome Mobile,0,0
6586,d0bbdbaa-3f02-4419-bd50-8a4f93af78bf,exposed,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,0,0
6587,d0c550ba-5509-4ebf-a84a-f9adeba1850d,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6588,d0e337b8-57ee-4073-b0b9-df42325dc08c,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6589,d0e7b19e-4217-46e3-b1be-df8e81c44356,control,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
6590,d0ed5ffa-3910-44b1-a98a-dce138106184,control,2020-07-10,3,Generic Smartphone,6,Chrome Mobile,0,0
6594,d0f2cfc7-cd64-41f6-8f18-114a79439881,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6599,d10cd837-a6e3-4fd5-9251-8b5978bea6b0,exposed,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,0,0
6600,d113a608-39a0-4847-94cb-9d371a2dac4b,exposed,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,0
6601,d1196673-353a-4a15-ad18-8c4f563f2cb5,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6604,d130cffe-51d5-4241-b756-652298169b14,control,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,0,0
6605,d1347fc4-7dae-4d23-a1ea-927ff4ec58a4,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
6610,d15a503c-0271-4556-9c97-3c248db4c8a8,exposed,2020-07-07,14,Generic Smartphone,6,Chrome Mobile,0,0
6611,d167e155-3f61-466e-be6a-af6c0d020c06,exposed,2020-07-07,4,Generic Smartphone,6,Chrome Mobile,0,0
6613,d16c988a-17e4-4c95-afc7-ee0035a94d9c,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
6617,d18d6b30-fdc9-49b5-ad10-bff37c52ef39,control,2020-07-10,15,Generic Smartphone,6,Chrome Mobile,0,0
6620,d1a262de-d6eb-440c-9315-934c0b7abe15,control,2020-07-06,5,Generic Smartphone,6,Chrome Mobile,0,0
6622,d1af8592-d4a0-412c-b227-541f06bb926a,exposed,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
6623,d1bcbe2b-841b-4451-ad8e-5d03a288ec2a,control,2020-07-07,7,Generic Smartphone,6,Chrome Mobile,0,0
6626,d1f38e54-f6d0-4cc0-99d7-167c6249d35d,exposed,2020-07-05,8,Generic Smartphone,6,Chrome Mobile,0,0
6628,d1fa2339-1984-4ee0-8a27-cb88a20affbb,control,2020-07-07,3,Generic Smartphone,6,Chrome Mobile,0,0
6630,d20ea959-8b33-44e7-a426-896d2370e7ee,control,2020-07-08,10,Generic Smartphone,6,Chrome Mobile,0,0
6632,d22a05bc-667a-4561-b981-096b60106ed4,control,2020-07-05,14,Generic Smartphone,6,Chrome Mobile,0,0
6633,d22ae79b-8e11-454d-b363-561795f9f330,exposed,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
6635,d24b7c0b-3d43-4e99-a1ee-57dcd44b649f,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6636,d2504016-9e21-40a8-8522-5fb561dcd8af,control,2020-07-10,8,Generic Smartphone,6,Chrome Mobile,0,0
6637,d2592aa3-352e-4df4-bf13-a5114cae5fda,exposed,2020-07-10,7,Generic Smartphone,6,Chrome Mobile,0,0
6638,d25dfc8c-0691-49e8-baac-5ab8fe072830,control,2020-07-06,3,Generic Smartphone,6,Chrome Mobile,0,0
6641,d2691f7e-7cef-4b09-ad06-bf3cb80badb1,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6642,d26a4e70-cc9a-4877-9994-f2e33761b276,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6643,d279bdcc-c39a-4c34-a5c2-8c428ece3684,control,2020-07-06,5,Generic Smartphone,6,Chrome Mobile,0,0
6644,d299a3dd-683e-4e71-a5fa-56c9252ad383,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6647,d2be263d-edab-4070-8575-9acb58f2056c,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
6648,d2c75d3a-2169-4055-a152-0c3af0cf8aa8,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
6649,d2cbdde9-b69a-4acc-9e8f-85f7e78db926,control,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
6652,d2f811b5-c1ad-42e3-8b19-9c2364c8776a,control,2020-07-10,14,Generic Smartphone,6,Chrome Mobile,0,0
6653,d2f86b87-2bca-4b9f-bc27-854eae476398,control,2020-07-06,0,Generic Smartphone,6,Chrome Mobile,0,0
6654,d30eec6b-e740-432d-878b-d7debb941b40,control,2020-07-05,9,Generic Smartphone,6,Chrome Mobile,1,0
6657,d31f682f-4c1e-485e-9f7c-2e5b14175c7c,exposed,2020-07-10,16,Generic Smartphone,6,Chrome Mobile,0,0
6658,d32a7a8c-f2b9-4145-9f3b-070a8f78126b,exposed,2020-07-09,0,HTC One $2,6,Chrome Mobile,1,0
6662,d35165e4-dcf4-4919-b13e-21e7ef14a52d,control,2020-07-10,5,Generic Smartphone,6,Chrome Mobile,0,0
6666,d38810ef-019e-4ce8-a181-014075f819a4,control,2020-07-05,19,Generic Smartphone,6,Chrome Mobile,0,0
6672,d3bb8bea-39ec-4518-908f-cc8a6e2c9769,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6674,d3c7945a-d574-4819-a30f-193a697c5907,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6677,d3eb025e-73ea-4801-9b2d-841a95c3aebd,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,1,0
6678,d3f86ceb-752b-41de-a703-b55ef205a9e3,exposed,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,0,0
6681,d407f34f-3e80-4567-a528-b3397cc3aca0,exposed,2020-07-06,9,Generic Smartphone,6,Chrome Mobile,0,0
6684,d40cbf17-fc39-4b79-bce5-c34fe1b2f6d6,control,2020-07-10,5,Generic Smartphone,6,Chrome Mobile,0,0
6688,d42e9ad3-b0fd-4d7f-bab7-87025d613cfc,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,0
6691,d43f059d-0f31-4489-9895-3cef6e72a43a,control,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,0,0
6692,d441fca8-f58c-490c-a74e-3ce292ba7d41,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
6694,d443ea70-fd53-4e93-afb7-578c85a1b417,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
6695,d4484717-432b-4293-bad8-0a50052b0434,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6696,d44bd72b-c808-4545-a3e9-701aea4a1fbb,exposed,2020-07-05,6,Generic Smartphone,6,Chrome Mobile,1,0
6699,d46bfbae-fed9-489f-a419-2be39f1e9afe,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6700,d46c2393-0d7c-413c-ba62-1ea239f0506a,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,1,0
6704,d4921227-1d9b-4e9e-83db-d87e68ac0f7a,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
6706,d4aa29f0-4f2e-4a2e-acfe-17c0d81eb328,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6708,d4b7038f-f758-4e41-8afa-667d4d461494,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
6709,d4ba14d6-e1cb-4025-8808-2f69563c9dde,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6710,d4c53e1a-8e29-4f8b-b0c6-3c3f17a4d7c2,exposed,2020-07-05,2,Generic Smartphone,6,Chrome Mobile,0,0
6713,d4d2c8d5-e8ec-4385-9758-a630c085adf4,exposed,2020-07-05,18,Generic Smartphone,6,Chrome Mobile,0,0
6716,d4e3fa24-58b8-4a49-9311-0414b032d78b,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
6718,d4ee6f0a-01fb-4181-96dd-23a548f7454c,control,2020-07-05,3,Generic Smartphone,6,Chrome Mobile,0,0
6720,d51ab8a3-dfa7-43d7-8506-73786c3d6be1,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
6721,d5283e7b-7910-495d-842d-03c6cbc290c4,exposed,2020-07-05,12,Generic Smartphone,6,Chrome Mobile,0,0
6723,d52c1243-f273-48df-bec0-c8bfee79daa4,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6725,d537b7a3-7f87-4fb0-b13f-93fd9294acf2,control,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,0,0
6726,d56477cf-66c1-4661-9b89-4b80426932e4,exposed,2020-07-10,6,Generic Smartphone,6,Chrome Mobile,0,0
6727,d58a37a2-7f26-48bd-8eed-3c0fe893096e,exposed,2020-07-03,13,Nokia undefined$2$3,6,Chrome Mobile,0,0
6728,d58ad2c3-ef43-42a9-8d27-601c401e3349,control,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
6731,d5975d44-aecf-4965-a55c-484d560fa214,control,2020-07-06,10,Generic Smartphone,6,Chrome Mobile,0,0
6732,d5a61fea-4fbe-4357-9430-9a0dcbefbae2,control,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,0,0
6736,d5d0f820-e3ba-4b15-a51f-a1dd924b6f1c,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
6739,d5e754f0-37fa-4429-bfa5-48a3070f575a,exposed,2020-07-05,14,Generic Smartphone,6,Chrome Mobile,0,0
6740,d5eee27d-6596-45a9-874c-03054bf9e101,control,2020-07-05,2,Generic Smartphone,6,Chrome Mobile,0,0
6743,d5ff5e67-bbe1-43cf-9e12-1b18b27fd009,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,1,0
6745,d6097956-ab19-49a1-ae6c-6079be2f077b,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
6746,d60b7a50-56e3-49b9-a1e1-3bbf5aea7207,exposed,2020-07-10,14,Generic Smartphone,6,Chrome Mobile,0,0
6747,d62398ed-3bc3-4f4d-b892-454a152bdd98,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
6748,d62a782e-1057-476c-a94b-aa807c709d46,exposed,2020-07-08,2,Generic Smartphone,6,Chrome Mobile,0,0
6750,d63b07c3-a04d-4f03-bd10-578fc0490023,control,2020-07-03,8,Generic Smartphone,6,Chrome Mobile,0,0
6752,d63e684b-ec8b-43f9-9b77-9f58356293cb,control,2020-07-05,16,Generic Smartphone,6,Chrome Mobile,1,0
6755,d65064b6-ba1a-478b-8892-219160ab6ad3,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6756,d65b1c78-f115-4966-b324-062a968ae61c,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6757,d65dd162-fba0-482f-b251-47ff5d165a9d,exposed,2020-07-09,4,X13,6,Chrome Mobile,0,0
6759,d670f670-1c94-4b94-97c8-dc74afd85f2c,exposed,2020-07-05,1,Generic Smartphone,6,Chrome Mobile,0,0
6761,d679959d-5f76-42a6-9f82-25b7f1913c51,control,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,1,0
6764,d69a2749-acc0-4abf-bef7-2f856b63b746,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6768,d7020dd3-f786-4ab1-b878-645d9389c125,control,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,0,0
6771,d71c6d51-f781-43ce-82cc-7d1ce0b7f23b,control,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,0
6773,d71e8e45-9f00-4408-8b87-230c68511556,control,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,1,0
6775,d7315417-f400-42eb-8485-fba14088e0b0,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
6776,d7581a2b-f34b-4364-8e68-3c73793b77dc,control,2020-07-10,15,Generic Smartphone,6,Chrome Mobile,0,0
6778,d75c5413-b56b-4cf0-87a7-3daaf246dac9,exposed,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,0,0
6780,d77296d1-b397-4041-b6ad-b2da4e133817,exposed,2020-07-05,11,Generic Smartphone,6,Chrome Mobile,0,0
6781,d773521f-8117-4962-841e-529ec659fb9f,exposed,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,0,0
6783,d7764e10-c0de-4799-85a9-15040d6dce5f,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
6785,d7889cd7-05fd-4890-a4cf-a3097d549162,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
6786,d7912c0e-0923-4012-8ed7-8772d61f256c,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
6788,d79a07a9-64ce-46db-9233-008732aa1866,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
6789,d79a1832-3a30-4ca0-9323-590cbd7dbd8e,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6791,d7a2c7ec-fd20-4c13-bf79-fb5e694acecd,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
6792,d7a73956-2547-4efb-9266-98915e6425fc,exposed,2020-07-06,7,Generic Smartphone,6,Chrome Mobile,0,0
6793,d7a7d3e0-50bb-486c-afed-f53192c66d84,exposed,2020-07-10,15,Nokia undefined$2$3,6,Chrome Mobile,0,0
6794,d7a8667e-e085-426e-a619-6f70006914d1,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
6795,d7b30167-a467-4e2d-94c4-c55fa72959b9,control,2020-07-10,7,Generic Smartphone,6,Chrome Mobile,0,0
6798,d7b9f479-86b1-4a9c-bff3-c0efe825948e,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
6800,d7df3361-3563-4c99-adcf-1908b08ee47c,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
6802,d7ec57f9-cefc-4df1-92c9-7130ace89107,control,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
6803,d8083cc5-6ea8-4fd6-8cb1-88c5ac3738ca,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6809,d8371f0b-d7dd-4393-b9bd-fa16c78b129a,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
6810,d84fef1e-9814-442a-8c8f-94d00d0dc7d6,exposed,2020-07-10,15,Generic Smartphone,6,Chrome Mobile,0,0
6812,d85b5a88-df8c-4c67-afc0-ad306cffb433,exposed,2020-07-06,0,Generic Smartphone,6,Chrome Mobile,0,0
6814,d878ae14-f0b3-40b5-bb7b-b074226a42ac,control,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0,0
6815,d8875b32-d11e-4e0a-aebd-7dd4cb02507d,control,2020-07-10,3,Generic Smartphone,6,Chrome Mobile,0,0
6818,d8961560-d13b-4058-8c77-bf2141038255,exposed,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
6819,d8964dc9-db9c-46d5-84fc-890596319be1,exposed,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
6820,d89b5551-3041-4c1b-8621-3118a277f6d0,control,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,0,0
6824,d8abd44f-168f-4e1d-a17c-1c71d3f8dca3,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
6825,d8b2cd43-7d23-4aff-84e1-2b4d54512f14,control,2020-07-03,14,XiaoMi Redmi 6A,6,Chrome Mobile,0,0
6826,d8cafb25-97c0-427c-b8aa-e0e9c44d4cf6,exposed,2020-07-10,11,Generic Smartphone,6,Chrome Mobile,0,0
6830,d8ec4bdf-dce2-4986-8c60-c5ba857de648,control,2020-07-04,0,Generic Smartphone,6,Chrome Mobile,0,0
6832,d8f67383-72e0-497d-8a0e-3c80328f57f5,exposed,2020-07-05,22,HTC U11,6,Chrome Mobile,0,0
6833,d8fe46a8-c1b8-4a07-9c79-77c1a6bbd2ff,exposed,2020-07-03,14,Generic Smartphone,6,Chrome Mobile,1,0
6835,d9113352-44f2-4492-b3f8-7c1ddd97ae37,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6837,d9177bba-4105-47fd-aae6-61b390678216,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
6839,d92be83d-37e7-49ef-bd64-f84c2c526e91,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
6841,d93c1206-6dc4-420e-9ff9-39a74eec3ef0,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
6842,d9433732-8c3c-40a6-9c93-925ec6755163,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
6845,d96e1f3a-f785-49c9-9b3a-672c57e0da53,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6848,d977fe9e-2b45-4d0a-a7b3-c6c40882f993,control,2020-07-07,15,Generic Smartphone,6,Chrome Mobile,0,0
6852,d981a2f2-ca60-4484-9dea-d78789be69e8,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6853,d9864e52-40cc-4f7a-94e7-e914c3db3c4a,exposed,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
6854,d98ec40e-3b9e-44de-96bc-3e8b4e5c0b69,exposed,2020-07-08,17,Nokia undefined$2$3,6,Chrome Mobile,0,0
6866,da05551e-4633-44ff-9c20-68392c0320cb,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
6868,da204af8-c0b6-46aa-b114-e86c814b2d12,exposed,2020-07-09,23,Generic Smartphone,6,Chrome Mobile,0,0
6873,da49283d-d3c7-4011-b309-50388910934c,control,2020-07-05,11,Generic Smartphone,6,Chrome Mobile,0,0
6876,da598a03-aa93-4bd5-8edf-399e8eed4492,exposed,2020-07-10,3,Generic Smartphone,6,Chrome Mobile,0,0
6877,da81f8d3-c31c-49ef-b095-17a5eef50453,exposed,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
6880,da8ae9ed-53ce-4df4-b356-7d6dbe221b1d,control,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
6882,da917ffa-3488-45bb-8def-fc92e3121757,exposed,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,0,0
6884,da9ee2f4-abbf-40a1-8dd5-0e9342e44ffa,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
6885,daa37bbf-439d-46ad-97f7-cddbde021f47,exposed,2020-07-06,4,Nokia undefined$2$3,6,Chrome Mobile,0,0
6887,daaf72f9-2498-4ecf-8ff3-b9d64f297f7c,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
6890,daf55606-f4a3-41cd-99e7-c96955c35f82,exposed,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0,0
6892,db1d5b10-6554-4fb2-840c-df19a4851bf8,control,2020-07-05,22,Generic Smartphone,6,Chrome Mobile,0,0
6896,db39411a-0260-4790-9c3f-1df5ea973b9b,exposed,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
6897,db4c54b9-eb9b-402a-8f99-da29ff926e2f,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6898,db51be0c-5248-4b55-a049-7728700891fe,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6900,db6f52da-59ce-492a-bfe3-962de3f92f1f,exposed,2020-07-05,16,Generic Smartphone,6,Chrome Mobile,0,0
6901,db770c8e-b022-47fa-b5f6-ea3b48c13d29,control,2020-07-05,14,Generic Smartphone,6,Chrome Mobile,0,0
6902,db7afd0a-efef-4eff-a0fd-a089cc332ff4,exposed,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
6906,dba77d19-8b4f-43f1-99b4-9503e3467432,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
6909,dbcbcfe7-8a98-445a-bf70-d0317abdbf11,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6911,dbd4bbce-8d33-4750-83f4-9a75ea0aaead,control,2020-07-06,7,Generic Smartphone,6,Chrome Mobile,0,0
6912,dbd9e245-12dc-4ec4-8e48-87ffe5b27767,exposed,2020-07-05,10,Generic Smartphone,6,Chrome Mobile,0,0
6914,dbf11982-1311-4250-9536-075af55a34f7,control,2020-07-04,1,Generic Smartphone,6,Chrome Mobile,0,0
6915,dbfa1362-03c9-4ec0-b13d-d7a0a9e60a8e,exposed,2020-07-05,7,Generic Smartphone,6,Chrome Mobile,0,0
6920,dc167d55-50ee-425d-9411-87f00ce356a5,exposed,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
6921,dc1b9f75-cddd-47aa-8443-19eadf54da39,exposed,2020-07-05,14,Generic Smartphone,6,Chrome Mobile,0,0
6922,dc1d4b0a-fa92-49be-9f59-162576736d74,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6923,dc31d745-f6fe-45d8-8db8-9bf7450a4f9c,exposed,2020-07-06,3,Generic Smartphone,6,Chrome Mobile,1,0
6928,dc5377e5-2619-4112-a150-711cf694e18c,control,2020-07-05,5,Generic Smartphone,6,Chrome Mobile,0,0
6929,dc5f672f-1660-49a7-852d-e11cf021e74a,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
6931,dc687285-0097-407e-8790-31eceabf17b6,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6933,dc76a6dd-cc6e-491f-8197-be4cf4a64a8e,control,2020-07-04,17,Nokia undefined$2$3,6,Chrome Mobile,0,0
6934,dc79fa22-ce27-4c4d-805f-7808e8a36b8c,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
6935,dc940116-331b-448c-a70f-fd3ed4d109ec,control,2020-07-07,17,Generic Smartphone,6,Chrome Mobile,0,0
6938,dc9de952-dd84-4b0e-ae98-31f43974cdcd,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
6940,dcadc1c2-c376-414e-bae2-e4fe0cf77e6f,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
6941,dcb1ed5a-41c3-4317-b93d-351ce04388f0,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
6942,dcb52c98-fc2d-4152-8180-78dd86ad2e4c,control,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,1,0
6943,dcc2e6b5-db7f-42dc-b106-a9151d550081,control,2020-07-05,8,Generic Smartphone,6,Chrome Mobile,0,0
6945,dccbde4e-0118-41e7-8c50-e1972575a8c8,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
6946,dcdbd941-3a00-43a3-9bfb-de2774ee2f41,exposed,2020-07-07,7,Generic Smartphone,6,Chrome Mobile,1,0
6948,dce55b4f-ef68-41a6-af05-35cd40acb94f,control,2020-07-08,15,Nokia undefined$2$3,6,Chrome Mobile,0,0
6949,dcf52e1b-03ae-4845-a930-4838eb020ba9,control,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
6950,dcf64ab4-37d4-4c5e-8624-c192b03565d4,exposed,2020-07-05,20,Generic Smartphone,6,Chrome Mobile,0,0
6953,dd26f54a-091c-4543-9f23-e24c27c39980,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
6956,dd40f31f-d566-4b43-be52-70670e6651de,exposed,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
6957,dd41f5ab-26ff-44df-8be1-68a57f2b74e0,exposed,2020-07-06,6,Generic Smartphone,6,Chrome Mobile,0,0
6958,dd4a367e-0b80-477e-b0de-d00c823dbad6,exposed,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
